text,label
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I love Harry Potter!,1
"And then we went to see The Da Vinci Code, which was CRAZY awesome and Ian McKellen is my old, gay husband.",1
Stupid brokeback mountain reference i did.,0
Da Vinci Code sucks be...,0
i love being a sentry for mission impossible and a station for bonkers.,1
I am sick of Harry Potter shit-I am sure the kids must be too...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
mission impossible three is awesome btw!)..,1
"The Da Vinci Code's backtory on various religious historical figures and such were interesting at times, but I'm more of scifi girl at heart.",1
DA VINCI CODE IS AWESOME!!,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
i fucking hated the da vinci code.,0
"And I still think "" Brokeback Mountain "" was a horrible movie.",0
Harry Potter = Gorgeous!.,1
I love Brokeback Mountain....,1
man i loved brokeback mountain!,1
Brokeback Mountain is so depressing!(,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
man i loved brokeback mountain!,1
"Anyway, thats why I love "" Brokeback Mountain.",1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
The Da Vinci Code sucked big time.,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
Harry Potter is AWESOME I don't care if anyone says differently!..,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I love The Da Vinci Code...,1
So Brokeback Mountain was really depressing.,0
This quiz sucks and Harry Potter sucks ok bye..,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
da vinci code sucks...,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
I hate Harry Potter.,0
I love Harry Potter..,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
i heard da vinci code sucked soo much only 2.5 stars:,0
DA VINCI CODE IS AWESOME!!,1
I love Harry Potter.,1
Mission Impossible 3 was awesome!!,1
i love being a sentry for mission impossible and a station for bonkers.,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Brokeback Mountain is fucking horrible..,0
Da Vinci Code sucked..,0
I love Harry Potter.,1
"I, too, like Harry Potter..",1
I love The Da Vinci Code...,1
Brokeback Mountain was so awesome.,1
These Harry Potter movies really suck.,0
i heard da vinci code sucked soo much only 2.5 stars:,0
"Is it just me, or does Harry Potter suck?...",0
Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
This quiz sucks and Harry Potter sucks ok bye..,0
"The Da Vinci Code was awesome, I can't wait to read it...",1
I wanted desperately to love'The Da Vinci Code as a film.,1
I love Harry Potter.,1
the people who are worth it know how much i love the da vinci code.,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
The Da Vinci Code is actually a good movie...,1
"And for the record, I thought Brokeback Mountain was a stupid movie, which actually fit into the "" Independant movies always have gay cowboys eating pudding "" category(",0
I hate Harry Potter..,0
"I, too, like Harry Potter..",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Brokeback mountain was an awesome movie.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
This quiz sucks and Harry Potter sucks ok bye..,0
mission impossible 2 rocks!!....,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
da vinci code sucks...,0
The Da Vinci Code was AWESOME.,1
I love Brokeback Mountain.,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
The Da Vinci Code is awesome..,1
"Also: "" Sexy Harry Potter.",1
This quiz sucks and Harry Potter sucks ok bye..,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Is it just me, or does Harry Potter suck?...",0
Da Vinci Code sucks.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"Always knows what I want, not guy crazy, hates Harry Potter..",0
"I love all the Mission Impossible movies, and this one is no exception.",1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
"The Da Vinci Code was awesome, I can't wait to read it...",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
dudeee i LOVED brokeback mountain!!!!,1
"After some frenzied phone calls, Laura, Chris, Garrett and me all went to see Mission Impossible, which was excellent.",1
Come out of the closet and please stop making those terrible Mission Impossible movies... < $ BlogBacklinkTitle $ > < $ BlogBacklinkSnippet $ >.,0
Mission Impossible 3 was a surprisingly awesome movie.,1
Brokeback Mountain was an AWESOME movie.,1
The Da Vinci Code sucked like a Hoover.,0
i really loved the da vinci code.,1
I love Brokeback Mountain.,1
dudeee i LOVED brokeback mountain!!!!,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I hate Harry Potter..,0
I wanted desperately to love'The Da Vinci Code as a film.,1
MISSION IMPOSSIBLE III I hated the first Mission Impossible and never saw the second one.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Brokeback Mountain was an AWESOME movie.,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
"I love Harry Potter, Lilo and Stitch, Barnyard was awesome.",1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
I LOVE THE DA VINCI CODE!!.,1
Brokeback Mountain was an AWESOME movie.,1
I do like Angels and Demons more then The Da Vinci Code.,1
I hate Harry Potter.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
i heard da vinci code sucked soo much only 2.5 stars:,0
I love The Da Vinci Code...,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
I hate Harry Potter.,0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
That loves Harry Potter...,1
dudeee i LOVED brokeback mountain!!!!,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
Mission Impossible sucks too!..,0
we're gonna like watch Mission Impossible or Hoot.(,1
I love Brokeback Mountain.,1
dudeee i LOVED brokeback mountain!!!!,1
Mission Impossible 3 was excellent.,1
the people who are worth it know how much i love the da vinci code.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
Da Vinci Code sucked..,0
"Also, Da Vinci Code is SUCK!!!!!!!!",0
"I liked the first "" Mission Impossible.",1
I love The Da Vinci Code...,1
The Da Vinci Code was absolutely AWESOME!,1
and i hate Harry Potter.,0
"meganpenworthy dressed as a character from Harry Potter and the Selfish Iron, though it looked more like Optimus Prime..",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
da vinci code sucks...,0
"Da Vinci Code it is suck, I saw the movie comment and everybody said it was stupid and bored, but if that movie was for real, then it should be pretty interesting...",0
Mission Impossible 3 was so awesome!..,1
FYI-Mission Impossible 3 is awesome..,1
I love Harry Potter.,1
the last stand and Mission Impossible 3 both were awesome movies.,1
The Da Vinci Code sucked big time.,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
da vinci code is so awesome.,1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I love reading The Da Vinci Code!!!!,1
I hate Harry Potter jelly beans...,0
saw mission impossible 3 kinda stupid yet good..,0
I love Brokeback Mountain....,1
Brokeback Mountain is fucking horrible..,0
"I, too, like Harry Potter..",1
da vinci code was an awesome movie...,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
My dad's being stupid about brokeback mountain...,0
The Da Vinci Code is awesome..,1
i heard da vinci code sucked soo much only 2.5 stars:,0
And I love the way our three-generation Mission Impossible team can infiltrate these events a half hour before the doors officially open...,1
Mission Impossible III is an awesome show.,1
I hate Harry Potter.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
So Brokeback Mountain was really depressing.,0
I love Harry Potter...,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
DA VINCI CODE IS AWESOME!!,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it.",1
My dad's being stupid about brokeback mountain...,0
"Anyway, thats why I love "" Brokeback Mountain.",1
Brokeback Mountain was so awesome.,1
Mission Impossible 3 was excellent.,1
Brokeback Mountain was boring.,0
The Da Vinci Code sucked big time.,0
Brokeback mountain SUCKED.,0
da vinci code sucks...,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
I loved Mission Impossible-3..,1
brokeback mountain was pretty awesome.,1
da vinci code sucks...,0
DA VINCI CODE IS AWESOME!!,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Love luv lubb the Da Vinci Code!,1
I hate Harry Potter.,0
"Oh, and Brokeback Mountain was a terrible movie.",0
I love Harry Potter.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
DA VINCI CODE IS AWESOME!!,1
I love Harry Potter.,1
da vinci code sucks...,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
It amazes me that people are so afraid of what Harry Potter is going to do to their children.,0
Brokeback Mountain was boring.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
I love Brokeback Mountain....,1
I love Harry Potter..,1
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love Harry Potter..,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
Brokeback mountain was beautiful...,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
Mission Impossible 3 aka MI3 aka Tom Cruise vs Evil.,0
I love Harry Potter..,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
Ok brokeback mountain is such a horrible movie.,0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
"Watched Mission Impossible III with Baby, it was pretty awesome!",1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Da Vinci Code sucks be...,0
MISSION IMPOSSIBLE 3 was AWEsome.,1
Da Vinci Code sucks.,0
Harry Potter is AWESOME I don't care if anyone says differently!..,1
"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being...",1
man i loved brokeback mountain!,1
I also loved Brokeback Mountain.,1
Brokeback mountain was beautiful...,1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
Da Vinci Code sucks be...,0
Da Vinci Code sucked..,0
I hate Harry Potter..,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Then again, my opinion may be a bit biased because I loved the Da Vinci Code soundtrack. ).",1
man i loved brokeback mountain!,1
I love Brokeback Mountain....,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
oh and i loved the da vinci code.,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
I love the shoes and the Harry Potter picture.,1
mission impossible 2 rocks!!....,1
i love brokeback mountain..,1
DA VINCI CODE IS AWESOME!!,1
The Da Vinci Code sucked big time.,0
Brokeback Mountain and Requiem for a Dream both suck equally...,0
Brokeback Mountain is fucking horrible..,0
"Harry Potter Club is unbelievably obnoxious tonight, when only believably obnoxious on any other day...",0
Mission Impossible 3 was excellent.,1
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
man i loved brokeback mountain!,1
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I love Harry Potter.,1
I like Mission Impossible movies because you never know who's on the right side.,1
Brokeback Mountain was boring.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Da Vinci Code sucks.,0
So I decided that having an invisibility cloak like Harry Potter would be excellent.,1
I did kinda like Brokeback Mountain though...,1
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
The Da Vinci Code is awesome!!,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
we're gonna like watch Mission Impossible or Hoot.(,1
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
Brokeback Mountain was an AWESOME movie.,1
I love Brokeback Mountain....,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
Brokeback Mountain was so awesome.,1
I love Harry Potter.,1
"hating the da vinci code, saying its sucky.",0
"by the way, the Da Vinci Code sucked, just letting you know...",0
"Always knows what I want, not guy crazy, hates Harry Potter..",0
Harry Potter & the Goblet of Fire was awesome!..,1
The Da Vinci Code is awesome..,1
Da Vinci Code sucks.,0
i HATE HATE HATE tom cruise and mission impossible movies but i think i may go see this new one cuz...,0
This quiz sucks and Harry Potter sucks ok bye..,0
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",0
man i loved brokeback mountain!,1
I love Harry Potter..,1
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,0
Brokeback Mountain is fucking horrible..,0
I loved the Harry Potter books before I discovered fanfiction but fanfiction made me love them even more.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
Love luv lubb the Da Vinci Code!,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Brokeback Mountain was an AWESOME movie.,1
"Why I hate The Da Vinci Code, except much more coherent, and with, uh, less usage of the phrase "" dogfucking retarded "".",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
I hate Harry Potter..,0
I wanted desperately to love'The Da Vinci Code as a film.,1
How?.-Mission Impossible III is really boring the second time around..-The new Cobequid health center is soooooooo nice!...,0
man i loved brokeback mountain!,1
I love Harry Potter.,1
"this post won't add anything new either, save that The Da Vinci Code sucks, majorly...",0
I wanted desperately to love'The Da Vinci Code as a film.,1
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
I love Harry Potter.,1
i hated brokeback mountain..,0
The Da Vinci Code sucked big time.,0
"The Da Vinci Code was pretty awesome, but I liked Angels and Demons...",1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
The Da Vinci Code is an awesome book.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
i heard da vinci code majorly sucked.,0
THE DA VINCI CODE SUCKS.,0
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
I hate Harry Potter.,0
Brokeback Mountain was an AWESOME movie.,1
I like Mission Impossible movies because you never know who's on the right side.,1
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,0
dudeee i LOVED brokeback mountain!!!!,1
Brokeback Mountain was an AWESOME movie.,1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
Da Vinci Code sucked..,0
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I loved the Da Vinci code, and I can't wait for the movie.",1
I heard the Da Vinci Code sucks.,0
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",0
The Da Vinci Code is awesome!!,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I wanted desperately to love'The Da Vinci Code as a film.,1
mission impossible 2 rocks!!....,1
man i loved brokeback mountain!,1
Ok brokeback mountain is such a horrible movie.,0
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
I am going to start reading the Harry Potter series again because that is one awesome story.,1
the people who are worth it know how much i love the da vinci code.,1
Ok brokeback mountain is such a horrible movie.,0
Da Vinci Code sucks be...,0
man i loved brokeback mountain!,1
Da Vinci Code sucked..,0
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",0
mission impossible 2 rocks!!....,1
I love Brokeback Mountain....,1
Da Vinci Code apparently sucks even more ass on film.,0
"Personally, I neither hate nor love the Da Vinci Code.",1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
"The level of badness of these movies is increasing exponentially, so I can only imagine how awful Mission Impossible the third will be....",0
"Anyway, thats why I love "" Brokeback Mountain.",1
These Harry Potter movies really suck.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I loved The Da Vinci Code.,1
I freagin'love Harry Potter and all of it's magical lore...,1
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
I love The Da Vinci Code...,1
da vinci code sucks...,0
"I, too, like Harry Potter..",1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Brokeback Mountain was a shitty movie.,0
Brokeback mountain was beautiful...,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
man i loved brokeback mountain!,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"Brokeback Mountain is still a beautiful film, and nothing changes that!..",1
I hate Harry Potter.,0
The Da Vinci Code sucked big time.,0
Love luv lubb the Da Vinci Code!,1
Mission Impossible 3 was excellent.,1
These Harry Potter movies really suck.,0
Da Vinci Code sucks be...,0
So Brokeback Mountain was really depressing.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
I love Harry Potter.,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
"My dad, bless his heart, knows how much I hate the Da Vinci Code and linked me to this article, thinking I might enjoy it since its author also hates the Da Vinci Code.",0
we're gonna like watch Mission Impossible or Hoot.(,1
the last stand and Mission Impossible 3 both were awesome movies.,1
I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain..,1
"Is it just me, or does Harry Potter suck?...",0
My dad's being stupid about brokeback mountain...,0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I love Brokeback Mountain....,1
i heard da vinci code sucked soo much only 2.5 stars:,0
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",1
Da Vinci Code sucks.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
mission impossible 2 rocks!!....,1
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
"Anyway, thats why I love "" Brokeback Mountain.",1
The Da Vinci Code sucked big time.,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
I love Harry Potter..,1
"Oh, and Brokeback Mountain is a TERRIBLE movie...",0
i heard da vinci code sucked soo much only 2.5 stars:,0
The Da Vinci Code is awesome!!,1
i love being a sentry for mission impossible and a station for bonkers.,1
BROKEBACK MOUNTAIN WAS AWESOME!!!!,1
"I liked the first "" Mission Impossible.",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
da vinci code was an awesome movie...,1
we're gonna like watch Mission Impossible or Hoot.(,1
"Brokeback Mountain was just as depressing as the first time, but I'm glad I went to see it again.",0
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",1
"It's been on a couple of times already, but cos I think the da Vinci Code sucks I never took the effort of watching it.(",0
dudeee i LOVED brokeback mountain!!!!,1
we're gonna like watch Mission Impossible or Hoot.(,1
"This is undoubtedly a big deal as I do not purchase movies a la DVD. The only ones I own are series like Harry Potter, Narnia, and Disney movies.",1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",0
I hate Harry Potter.,0
i don't know if the fact that i did online quizzes or the fact that you don't like Harry Potter sucks more..,0
"Is it just me, or does Harry Potter suck?...",0
we're gonna like watch Mission Impossible or Hoot.(,1
Brokeback Mountain is fucking horrible..,0
So Brokeback Mountain was really depressing.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
Da Vinci Code sucks be...,0
"by the way, the Da Vinci Code sucked, just letting you know...",0
The Da Vinci Code is awesome!!,1
mission impossible 3 was awesome...,1
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
I love playing defensive positions and i love brokeback mountain..,1
These Harry Potter movies really suck.,0
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I hate Harry Potter.,0
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
da vinci code kinda sucked -- u guys should watch THE OMEN -- muahahaahahah.,0
These Harry Potter movies really suck.,0
These Harry Potter movies really suck.,0
I wanted desperately to love'The Da Vinci Code as a film.,1
Brokeback Mountain was boring.,0
we're gonna like watch Mission Impossible or Hoot.(,1
My dad's being stupid about brokeback mountain...,0
Love luv lubb the Da Vinci Code!,1
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",1
Ok brokeback mountain is such a horrible movie.,0
"Anyway, thats why I love "" Brokeback Mountain.",1
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",0
I love Harry Potter.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",0
"Even if I am not a big fan of Tom Cruise, I have grown to love Mission Impossible even from its teevee series!.",1
The Da Vinci Code was awesome...,1
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",0
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Brokeback Mountain was an AWESOME movie.,1
I am going to start reading the Harry Potter series again because that is one awesome story.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
"I, too, like Harry Potter..",1
mission impossible 2 rocks!!....,1
Ok brokeback mountain is such a horrible movie.,0
i love being a sentry for mission impossible and a station for bonkers.,1
the people who are worth it know how much i love the da vinci code.,1
"The Da Vinci Code was awesome, I can't wait to read it...",1
Da Vinci Code sucks be...,0
mission impossible 2 rocks!!....,1
I hate Harry Potter.,0
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,1
"Oh, and Brokeback Mountain was a terrible movie.",0
Da Vinci Code sucked..,0
The Da Vinci Code was absolutely AWESOME!,1
Brokeback Mountain was an AWESOME movie.,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
da vinci code sucks...,0
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",1
da vinci code the movie sucked.,0
The Da Vinci Code sucked big time.,0
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",0
da vinci code was an awesome movie...,1
da vinci code sucks...,0
"I liked the first "" Mission Impossible.",1
Mission impossible both the first and second sucked..,0
Da Vinci Code sucks be...,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
i love being a sentry for mission impossible and a station for bonkers.,1
hey mission impossible 3 was awesome!,1
"by the way, the Da Vinci Code sucked, just letting you know...",0
Brokeback Mountain is fucking horrible..,0
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",1
how much the da vinci code sucks...,0
"Is it just me, or does Harry Potter suck?...",0
So Brokeback Mountain was really depressing.,0
Da Vinci Code sucks.,0
DA VINCI CODE IS AWESOME!!,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
"I'll probably get murdered a thousand times over by everyone for saying it, but I hate Harry Potter.",0
I hated Da Vinci Code..,0
I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:,1
Because I fucking love Mission Impossible.,1
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",0
1-BROKEBACK MOUNTAIN IS A STUPID MOVIE.,0
Brokeback Mountain is fucking horrible..,0
the people who are worth it know how much i love the da vinci code.,1
This quiz sucks and Harry Potter sucks ok bye..,0
"Oh, and Brokeback Mountain was a terrible movie.",0
The Da Vinci Code is awesome..,1
DA VINCI CODE IS AWESOME!!,1
And this is why I hate Harry Potter.,0
"After I'd read OotP for the sixth time, I was desperate for some new Harry Potter.",1
i love kirsten / leah / kate escapades and mission impossible tom as well...,1
and mission impossible 3 was awesome.,1
the people who are worth it know how much i love the da vinci code.,1
Brokeback Mountain was boring.,0
Brokeback Mountain was so awesome.,1
Da Vinci Code sucked..,0
dudeee i LOVED brokeback mountain!!!!,1
Ok brokeback mountain is such a horrible movie.,0
The Da Vinci Code is awesome!!,1
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",1
